#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Host Connected,Button Up,End of File
1716,09/15/2022 08:50:27,18.91,-64.19,7.90,,,,
1717,09/15/2022 09:05:27,18.72,-65.60,7.92,,,,
1718,09/15/2022 09:20:27,18.94,-67.19,7.95,,,,
1719,09/15/2022 09:35:27,19.25,-70.02,8.00,,,,
1720,09/15/2022 09:50:27,19.27,-69.74,8.00,,,,
1721,09/15/2022 10:05:27,19.29,-69.33,7.99,,,,
1722,09/15/2022 10:20:27,19.44,-70.92,8.02,,,,
1723,09/15/2022 10:35:27,19.53,-70.47,8.01,,,,
1724,09/15/2022 10:50:27,19.63,-71.44,8.02,,,,
1725,09/15/2022 11:05:27,19.70,-71.56,8.03,,,,
1726,09/15/2022 11:20:27,19.75,-71.97,8.03,,,,
1727,09/15/2022 11:35:27,19.79,-71.88,8.03,,,,
1728,09/15/2022 11:50:27,19.86,-72.35,8.04,,,,
1729,09/15/2022 12:05:27,19.96,-72.11,8.04,,,,
1730,09/15/2022 12:20:27,20.06,-72.11,8.04,,,,
1731,09/15/2022 12:35:27,20.13,-71.91,8.03,,,,
1732,09/15/2022 12:50:27,20.17,-72.47,8.04,,,,
1733,09/15/2022 13:05:27,20.25,-72.89,8.05,,,,
1734,09/15/2022 13:20:27,20.29,-72.55,8.04,,,,
1735,09/15/2022 13:35:27,20.29,-72.55,8.04,,,,
1736,09/15/2022 13:50:27,20.34,-72.27,8.04,,,,
1737,09/15/2022 14:05:27,20.32,-72.77,8.05,,,,
1738,09/15/2022 14:20:27,20.32,-72.05,8.03,,,,
1739,09/15/2022 14:35:27,20.32,-73.16,8.05,,,,
1740,09/15/2022 14:50:27,20.32,-73.52,8.06,,,,
1741,09/15/2022 15:05:27,20.32,-72.97,8.05,,,,
1742,09/15/2022 15:20:27,20.32,-73.25,8.05,,,,
1743,09/15/2022 15:35:27,20.34,-74.03,8.07,,,,
1744,09/15/2022 15:50:27,20.34,-74.47,8.08,,,,
1745,09/15/2022 16:05:27,20.34,-74.49,8.08,,,,
1746,09/15/2022 16:20:27,20.34,-74.88,8.08,,,,
1747,09/15/2022 16:35:27,20.34,-74.80,8.08,,,,
1748,09/15/2022 16:50:27,20.34,-75.56,8.10,,,,
1749,09/15/2022 17:05:27,20.34,-75.75,8.10,,,,
1750,09/15/2022 17:20:27,20.32,-74.81,8.08,,,,
1751,09/15/2022 17:35:27,20.27,-75.36,8.09,,,,
1752,09/15/2022 17:50:27,20.29,-76.41,8.11,,,,
1753,09/15/2022 18:05:27,20.29,-76.94,8.12,,,,
1754,09/15/2022 18:20:27,20.27,-77.02,8.12,,,,
1755,09/15/2022 18:35:27,20.27,-77.30,8.13,,,,
1756,09/15/2022 18:50:27,20.22,-77.13,8.12,,,,
1757,09/15/2022 19:05:27,20.15,-77.21,8.13,,,,
1758,09/15/2022 19:20:27,20.10,-77.00,8.12,,,,
1759,09/15/2022 19:35:27,20.06,-77.60,8.13,,,,
1760,09/15/2022 19:50:27,19.98,-77.38,8.13,,,,
1761,09/15/2022 20:05:27,19.89,-77.14,8.13,,,,
1762,09/15/2022 20:20:27,19.89,-78.39,8.15,,,,
1763,09/15/2022 20:35:27,19.75,-78.22,8.15,,,,
1764,09/15/2022 20:50:27,19.53,-76.81,8.12,,,,
1765,09/15/2022 21:05:27,19.29,-75.30,8.10,,,,
1766,09/15/2022 21:20:27,18.96,-73.10,8.06,,,,
1767,09/15/2022 21:35:27,18.44,-67.16,7.95,,,,
1768,09/15/2022 21:50:27,17.51,-55.99,7.75,,,,
1769,09/15/2022 22:05:27,17.46,-60.72,7.84,,,,
1770,09/15/2022 22:20:27,17.61,-70.28,8.01,,,,
1771,09/15/2022 22:35:27,18.06,-71.91,8.04,,,,
1772,09/15/2022 22:50:27,18.13,-70.55,8.01,,,,
1773,09/15/2022 23:05:27,17.91,-68.35,7.98,,,,
1774,09/15/2022 23:20:27,18.27,-70.89,8.02,,,,
1775,09/15/2022 23:35:27,18.34,-70.64,8.02,,,,
1776,09/15/2022 23:50:27,18.63,-72.31,8.04,,,,
1777,09/16/2022 00:05:27,18.63,-70.71,8.02,,,,
1778,09/16/2022 00:20:27,18.30,-69.38,7.99,,,,
1779,09/16/2022 00:35:27,18.30,-69.91,8.00,,,,
1780,09/16/2022 00:50:27,18.27,-68.88,7.98,,,,
1781,09/16/2022 01:05:27,18.56,-69.99,8.00,,,,
1782,09/16/2022 01:20:27,18.72,-69.88,8.00,,,,
1783,09/16/2022 01:35:27,18.84,-68.89,7.98,,,,
1784,09/16/2022 01:50:27,18.87,-68.38,7.97,,,,
1785,09/16/2022 02:05:27,18.77,-69.17,7.99,,,,
1786,09/16/2022 02:20:27,18.82,-68.41,7.97,,,,
1787,09/16/2022 02:35:27,18.87,-67.52,7.96,,,,
1788,09/16/2022 02:50:27,18.84,-67.80,7.96,,,,
1789,09/16/2022 03:05:27,18.79,-67.28,7.95,,,,
1790,09/16/2022 03:20:27,18.72,-67.96,7.97,,,,
1791,09/16/2022 03:35:27,18.70,-67.30,7.95,,,,
1792,09/16/2022 03:50:27,18.70,-67.11,7.95,,,,
1793,09/16/2022 04:05:27,18.65,-66.97,7.95,,,,
1794,09/16/2022 04:20:27,18.63,-66.75,7.94,,,,
1795,09/16/2022 04:35:27,18.63,-65.81,7.93,,,,
1796,09/16/2022 04:50:27,18.60,-66.28,7.94,,,,
1797,09/16/2022 05:05:27,18.63,-65.39,7.92,,,,
1798,09/16/2022 05:20:27,18.58,-65.69,7.93,,,,
1799,09/16/2022 05:35:27,18.58,-64.52,7.90,,,,
1800,09/16/2022 05:50:27,18.53,-64.72,7.91,,,,
1801,09/16/2022 06:05:27,18.53,-63.52,7.89,,,,
1802,09/16/2022 06:20:27,18.53,-62.99,7.88,,,,
1803,09/16/2022 06:35:27,18.44,-62.21,7.86,,,,
1804,09/16/2022 06:50:27,18.34,-62.63,7.87,,,,
1805,09/16/2022 07:05:27,18.37,-61.63,7.85,,,,
1806,09/16/2022 07:20:27,18.08,-61.02,7.84,,,,
1807,09/16/2022 07:35:27,18.18,-61.39,7.85,,,,
1808,09/16/2022 07:50:27,17.96,-60.61,7.84,,,,
1809,09/16/2022 08:05:27,17.80,-60.78,7.84,,,,
1810,09/16/2022 08:20:27,17.53,-60.74,7.84,,,,
1811,09/16/2022 08:35:27,17.49,-61.08,7.85,,,,
1812,09/16/2022 08:50:27,17.44,-61.11,7.85,,,,
1813,09/16/2022 09:05:27,17.37,-61.30,7.85,,,,
1814,09/16/2022 09:20:27,17.34,-61.80,7.86,,,,
1815,09/16/2022 09:35:27,17.39,-62.97,7.88,,,,
1816,09/16/2022 09:50:27,17.49,-64.86,7.91,,,,
1817,09/16/2022 10:05:27,17.65,-66.24,7.94,,,,
1818,09/16/2022 10:20:27,17.80,-65.67,7.93,,,,
1819,09/16/2022 10:35:27,18.25,-69.35,7.99,,,,
1820,09/16/2022 10:50:27,18.53,-69.21,7.99,,,,
1821,09/16/2022 11:05:27,18.49,-68.61,7.98,,,,
1822,09/16/2022 11:20:27,18.51,-67.33,7.96,,,,
1823,09/16/2022 11:35:27,18.75,-68.42,7.97,,,,
1824,09/16/2022 11:50:27,18.89,-69.08,7.99,,,,
1825,09/16/2022 12:05:27,19.06,-69.99,8.00,,,,
1826,09/16/2022 12:20:27,19.15,-69.74,8.00,,,,
1827,09/16/2022 12:35:27,19.22,-68.67,7.98,,,,
1828,09/16/2022 12:50:27,19.29,-67.83,7.96,,,,
1829,09/16/2022 13:05:27,19.17,-68.14,7.97,,,,
1830,09/16/2022 13:20:27,18.96,-66.02,7.93,,,,
1831,09/16/2022 13:35:27,18.79,-64.33,7.90,,,,
1832,09/16/2022 13:50:27,18.68,-62.71,7.87,,,,
1833,09/16/2022 14:05:27,18.58,-62.89,7.88,,,,
1834,09/16/2022 14:20:27,18.53,-62.02,7.86,,,,
1835,09/16/2022 14:35:27,18.49,-61.91,7.86,,,,
1836,09/16/2022 14:50:27,18.41,-61.83,7.86,,,,
1837,09/16/2022 15:05:27,18.34,-60.94,7.84,,,,
1838,09/16/2022 15:20:27,18.25,-59.91,7.82,,,,
1839,09/16/2022 15:35:27,18.25,-59.42,7.81,,,,
1840,09/16/2022 15:50:27,18.32,-62.11,7.86,,,,
1841,09/16/2022 16:05:27,18.30,-61.58,7.85,,,,
1842,09/16/2022 16:20:27,18.32,-62.53,7.87,,,,
1843,09/16/2022 16:35:27,18.37,-62.47,7.87,,,,
1844,09/16/2022 16:50:27,18.41,-63.03,7.88,,,,
1845,09/16/2022 17:05:27,18.49,-64.69,7.91,,,,
1846,09/16/2022 17:20:27,18.53,-64.55,7.91,,,,
1847,09/16/2022 17:35:27,18.58,-65.44,7.92,,,,
1848,09/16/2022 17:50:27,18.60,-67.17,7.95,,,,
1849,09/16/2022 18:05:27,18.63,-66.88,7.95,,,,
1850,09/16/2022 18:20:27,18.63,-67.22,7.95,,,,
1851,09/16/2022 18:35:27,18.63,-66.72,7.94,,,,
1852,09/16/2022 18:50:27,18.60,-66.83,7.95,,,,
1853,09/16/2022 19:05:27,18.60,-66.66,7.94,,,,
1854,09/16/2022 19:20:27,18.60,-67.14,7.95,,,,
1855,09/16/2022 19:35:27,18.60,-66.74,7.94,,,,
1856,09/16/2022 19:50:27,18.58,-66.16,7.93,,,,
1857,09/16/2022 20:05:27,18.56,-65.97,7.93,,,,
1858,09/16/2022 20:20:27,18.56,-66.06,7.93,,,,
1859,09/16/2022 20:35:27,18.53,-67.56,7.96,,,,
1860,09/16/2022 20:50:27,18.51,-66.67,7.94,,,,
1861,09/16/2022 21:05:27,18.49,-66.30,7.94,,,,
1862,09/16/2022 21:20:27,18.41,-66.78,7.95,,,,
1863,09/16/2022 21:35:27,18.32,-65.55,7.92,,,,
1864,09/16/2022 21:50:27,18.15,-65.31,7.92,,,,
1865,09/16/2022 22:05:27,18.01,-63.52,7.89,,,,
1866,09/16/2022 22:20:27,17.82,-62.78,7.88,,,,
1867,09/16/2022 22:35:27,17.65,-59.88,7.82,,,,
1868,09/16/2022 22:50:27,17.49,-56.13,7.76,,,,
1869,09/16/2022 23:05:27,17.53,-61.49,7.85,,,,
1870,09/16/2022 23:20:27,17.58,-60.67,7.84,,,,
1871,09/16/2022 23:35:27,17.68,-64.66,7.91,,,,
1872,09/16/2022 23:50:27,17.61,-64.47,7.91,,,,
1873,09/17/2022 00:05:27,17.53,-64.08,7.90,,,,
1874,09/17/2022 00:20:27,17.46,-63.71,7.89,,,,
1875,09/17/2022 00:35:27,17.39,-63.67,7.89,,,,
1876,09/17/2022 00:50:27,17.32,-62.22,7.87,,,,
1877,09/17/2022 01:05:27,17.49,-64.50,7.91,,,,
1878,09/17/2022 01:20:27,17.53,-64.97,7.92,,,,
1879,09/17/2022 01:35:27,17.49,-63.61,7.89,,,,
1880,09/17/2022 01:50:27,17.46,-62.50,7.87,,,,
1881,09/17/2022 02:05:27,17.53,-64.28,7.90,,,,
1882,09/17/2022 02:20:27,17.49,-64.08,7.90,,,,
1883,09/17/2022 02:35:27,17.46,-63.96,7.90,,,,
1884,09/17/2022 02:50:27,17.46,-62.42,7.87,,,,
1885,09/17/2022 03:05:27,17.49,-62.39,7.87,,,,
1886,09/17/2022 03:20:27,17.49,-61.94,7.86,,,,
1887,09/17/2022 03:35:27,17.44,-61.83,7.86,,,,
1888,09/17/2022 03:50:27,17.42,-60.92,7.84,,,,
1889,09/17/2022 04:05:27,17.42,-61.22,7.85,,,,
1890,09/17/2022 04:20:27,17.44,-60.39,7.83,,,,
1891,09/17/2022 04:35:27,17.44,-60.60,7.84,,,,
1892,09/17/2022 04:50:27,17.42,-61.14,7.85,,,,
1893,09/17/2022 05:05:27,17.39,-63.22,7.88,,,,
1894,09/17/2022 05:20:27,17.25,-61.08,7.85,,,,
1895,09/17/2022 05:35:27,17.01,-57.83,7.79,,,,
1896,09/17/2022 05:50:27,16.96,-56.70,7.77,,,,
1897,09/17/2022 06:05:27,16.89,-57.28,7.78,,,,
1898,09/17/2022 06:20:27,16.87,-56.70,7.77,,,,
1899,09/17/2022 06:35:27,16.63,-56.35,7.76,,,,
1900,09/17/2022 06:50:27,16.61,-56.72,7.77,,,,
1901,09/17/2022 07:05:27,16.51,-56.66,7.77,,,,
1902,09/17/2022 07:20:27,16.46,-56.72,7.77,,,,
1903,09/17/2022 07:35:27,16.46,-56.92,7.77,,,,
1904,09/17/2022 07:50:27,16.51,-58.10,7.79,,,,
1905,09/17/2022 08:05:27,16.51,-59.36,7.82,,,,
1906,09/17/2022 08:20:27,16.53,-59.80,7.83,,,,
1907,09/17/2022 08:35:27,16.61,-59.78,7.82,,,,
1908,09/17/2022 08:50:27,16.68,-60.45,7.84,,,,
1909,09/17/2022 09:05:27,16.72,-61.00,7.85,,,,
1910,09/17/2022 09:20:27,16.80,-62.06,7.87,,,,
1911,09/17/2022 09:35:27,16.89,-62.77,7.88,,,,
1912,09/17/2022 09:50:27,17.01,-62.74,7.88,,,,
1913,09/17/2022 10:05:27,17.15,-63.92,7.90,,,,
1914,09/17/2022 10:20:27,17.37,-65.00,7.92,,,,
1915,09/17/2022 10:35:27,17.49,-66.33,7.94,,,,
1916,09/17/2022 10:50:27,17.63,-67.31,7.96,,,,
1917,09/17/2022 11:05:27,17.75,-67.35,7.96,,,,
1918,09/17/2022 11:20:27,17.89,-67.08,7.95,,,,
1919,09/17/2022 11:35:27,18.03,-67.28,7.96,,,,
1920,09/17/2022 11:50:27,18.13,-69.17,7.99,,,,
1921,09/17/2022 12:05:27,18.10,-68.52,7.98,,,,
1922,09/17/2022 12:20:27,17.99,-65.88,7.93,,,,
1923,09/17/2022 12:35:27,18.06,-65.55,7.92,,,,
1924,09/17/2022 12:50:27,18.32,-66.61,7.94,,,,
1925,09/17/2022 13:05:27,18.65,-68.49,7.98,,,,
1926,09/17/2022 13:20:27,18.63,-67.56,7.96,,,,
1927,09/17/2022 13:35:27,18.30,-65.38,7.92,,,,
1928,09/17/2022 13:50:27,18.18,-65.17,7.92,,,,
1929,09/17/2022 14:05:27,18.18,-66.05,7.93,,,,
1930,09/17/2022 14:20:27,18.15,-66.44,7.94,,,,
1931,09/17/2022 14:35:27,18.27,-67.52,7.96,,,,
1932,09/17/2022 14:50:27,18.32,-67.36,7.96,,,,
1933,09/17/2022 15:05:27,18.30,-66.85,7.95,,,,
1934,09/17/2022 15:20:27,18.32,-66.27,7.94,,,,
1935,09/17/2022 15:35:27,18.41,-67.21,7.95,,,,
1936,09/17/2022 15:50:27,18.39,-67.92,7.97,,,,
1937,09/17/2022 16:05:27,18.41,-67.64,7.96,,,,
1938,09/17/2022 16:20:27,18.46,-66.99,7.95,,,,
1939,09/17/2022 16:35:27,18.46,-66.72,7.94,,,,
1940,09/17/2022 16:50:27,18.49,-67.21,7.95,,,,
1941,09/17/2022 17:05:27,18.49,-68.35,7.97,,,,
1942,09/17/2022 17:20:27,18.51,-68.50,7.98,,,,
1943,09/17/2022 17:35:27,18.56,-69.77,8.00,,,,
1944,09/17/2022 17:50:27,18.58,-69.86,8.00,,,,
1945,09/17/2022 18:05:27,18.58,-69.19,7.99,,,,
1946,09/17/2022 18:20:27,18.58,-69.35,7.99,,,,
1947,09/17/2022 18:35:27,18.60,-68.83,7.98,,,,
1948,09/17/2022 18:50:27,18.63,-68.75,7.98,,,,
1949,09/17/2022 19:05:27,18.70,-69.10,7.99,,,,
1950,09/17/2022 19:20:27,18.89,-69.58,7.99,,,,
1951,09/17/2022 19:35:27,19.10,-70.49,8.01,,,,
1952,09/17/2022 19:50:27,19.13,-70.27,8.01,,,,
1953,09/17/2022 20:05:27,19.10,-69.91,8.00,,,,
1954,09/17/2022 20:20:27,19.08,-69.66,7.99,,,,
1955,09/17/2022 20:35:27,19.06,-69.61,7.99,,,,
1956,09/17/2022 20:50:27,18.98,-69.75,8.00,,,,
1957,09/17/2022 21:05:27,18.91,-70.10,8.00,,,,
1958,09/17/2022 21:20:27,18.84,-70.06,8.00,,,,
1959,09/17/2022 21:35:27,18.77,-69.60,7.99,,,,
1960,09/17/2022 21:50:27,18.68,-68.67,7.98,,,,
1961,09/17/2022 22:05:27,18.46,-67.71,7.96,,,,
1962,09/17/2022 22:20:27,18.37,-64.74,7.91,,,,
1963,09/17/2022 22:35:27,18.27,-63.80,7.89,,,,
1964,09/17/2022 22:50:27,18.13,-62.63,7.87,,,,
1965,09/17/2022 23:05:27,17.96,-61.30,7.85,,,,
1966,09/17/2022 23:20:27,17.89,-60.95,7.84,,,,
1967,09/17/2022 23:35:27,18.06,-62.74,7.87,,,,
1968,09/17/2022 23:50:27,18.01,-62.06,7.86,,,,
1969,09/18/2022 00:05:27,17.94,-61.49,7.85,,,,
1970,09/18/2022 00:20:27,17.82,-58.91,7.81,,,,
1971,09/18/2022 00:35:27,17.72,-57.64,7.78,,,,
1972,09/18/2022 00:50:27,17.68,-56.85,7.77,,,,
1973,09/18/2022 01:05:27,17.75,-58.35,7.80,,,,
1974,09/18/2022 01:20:27,17.70,-57.00,7.77,,,,
1975,09/18/2022 01:35:27,17.65,-56.49,7.76,,,,
1976,09/18/2022 01:50:27,17.75,-58.94,7.81,,,,
1977,09/18/2022 02:05:27,17.82,-59.88,7.82,,,,
1978,09/18/2022 02:20:27,17.91,-60.61,7.84,,,,
1979,09/18/2022 02:35:27,18.06,-62.03,7.86,,,,
1980,09/18/2022 02:50:27,18.13,-62.78,7.87,,,,
1981,09/18/2022 03:05:27,18.15,-63.08,7.88,,,,
1982,09/18/2022 03:20:27,18.13,-62.92,7.88,,,,
1983,09/18/2022 03:35:27,18.15,-63.11,7.88,,,,
1984,09/18/2022 03:50:27,18.15,-63.21,7.88,,,,
1985,09/18/2022 04:05:27,18.18,-63.97,7.90,,,,
1986,09/18/2022 04:20:27,18.20,-64.49,7.90,,,,
1987,09/18/2022 04:35:27,18.22,-64.41,7.90,,,,
1988,09/18/2022 04:50:27,18.27,-64.38,7.90,,,,
1989,09/18/2022 05:05:27,18.30,-64.21,7.90,,,,
1990,09/18/2022 05:20:27,18.30,-63.89,7.89,,,,
1991,09/18/2022 05:35:27,18.30,-63.92,7.89,,,,
1992,09/18/2022 05:50:27,18.32,-63.75,7.89,,,,
1993,09/18/2022 06:05:27,18.32,-63.28,7.88,,,,
1994,09/18/2022 06:20:27,18.32,-62.69,7.87,,,,
1995,09/18/2022 06:35:27,18.32,-62.47,7.87,,,,
1996,09/18/2022 06:50:27,18.37,-62.13,7.86,,,,
1997,09/18/2022 07:05:27,18.39,-62.00,7.86,,,,
1998,09/18/2022 07:20:27,18.39,-62.85,7.87,,,,
1999,09/18/2022 07:35:27,18.37,-63.33,7.88,,,,
2000,09/18/2022 07:50:27,18.34,-63.10,7.88,,,,
2001,09/18/2022 08:05:27,18.32,-63.52,7.89,,,,
2002,09/18/2022 08:20:27,18.32,-63.36,7.88,,,,
2003,09/18/2022 08:35:27,18.37,-64.58,7.91,,,,
2004,09/18/2022 08:50:27,18.41,-66.56,7.94,,,,
2005,09/18/2022 09:05:27,18.51,-66.67,7.94,,,,
2006,09/18/2022 09:20:27,18.58,-66.78,7.94,,,,
2007,09/18/2022 09:35:27,18.65,-66.86,7.95,,,,
2008,09/18/2022 09:50:27,18.72,-67.11,7.95,,,,
2009,09/18/2022 10:05:27,18.82,-67.58,7.96,,,,
2010,09/18/2022 10:20:27,18.89,-68.05,7.97,,,,
2011,09/18/2022 10:35:27,18.96,-68.11,7.97,,,,
2012,09/18/2022 10:50:27,19.10,-68.36,7.97,,,,
2013,09/18/2022 11:05:27,19.29,-69.28,7.99,,,,
2014,09/18/2022 11:20:27,19.48,-69.61,7.99,,,,
2015,09/18/2022 11:35:27,19.65,-70.30,8.00,,,,
2016,09/18/2022 11:50:27,19.84,-71.16,8.02,,,,
2017,09/18/2022 12:05:27,20.01,-72.13,8.04,,,,
2018,09/18/2022 12:20:27,20.17,-73.10,8.05,,,,
2019,09/18/2022 12:35:27,20.34,-73.60,8.06,,,,
2020,09/18/2022 12:50:27,20.51,-74.38,8.07,,,,
2021,09/18/2022 13:05:27,20.65,-75.19,8.09,,,,
2022,09/18/2022 13:20:27,20.65,-75.80,8.10,,,,
2023,09/18/2022 13:35:27,20.75,-76.27,8.11,,,,
2024,09/18/2022 13:50:27,20.79,-76.92,8.12,,,,
2025,09/18/2022 14:05:27,20.75,-77.92,8.14,,,,
2026,09/18/2022 14:20:27,20.70,-79.13,8.16,,,,
2027,09/18/2022 14:35:27,20.70,-79.67,8.17,,,,
2028,09/18/2022 14:50:27,20.70,-79.53,8.17,,,,
2029,09/18/2022 15:05:27,20.72,-79.99,8.17,,,,
2030,09/18/2022 15:20:27,20.75,-80.30,8.18,,,,
2031,09/18/2022 15:35:27,20.77,-80.61,8.18,,,,
2032,09/18/2022 15:50:27,20.79,-81.00,8.19,,,,
2033,09/18/2022 16:05:27,20.79,-81.53,8.20,,,,
2034,09/18/2022 16:20:27,20.77,-82.32,8.21,,,,
2035,09/18/2022 16:35:27,20.72,-82.67,8.22,,,,
2036,09/18/2022 16:50:27,20.72,-82.85,8.22,,,,
2037,09/18/2022 17:05:27,20.70,-82.91,8.23,,,,
2038,09/18/2022 17:20:27,20.70,-83.16,8.23,,,,
2039,09/18/2022 17:35:27,20.72,-83.71,8.24,,,,
2040,09/18/2022 17:50:27,20.72,-84.27,8.25,,,,
2041,09/18/2022 18:05:27,20.72,-84.77,8.26,,,,
2042,09/18/2022 18:20:27,20.72,-85.25,8.27,,,,
2043,09/18/2022 18:35:27,20.75,-85.63,8.27,,,,
2044,09/18/2022 18:50:27,20.75,-85.38,8.27,,,,
2045,09/18/2022 19:05:27,20.72,-85.38,8.27,,,,
2046,09/18/2022 19:20:27,20.72,-85.27,8.27,,,,
2047,09/18/2022 19:35:27,20.75,-85.91,8.28,,,,
2048,09/18/2022 19:50:27,20.82,-86.08,8.28,,,,
2049,09/18/2022 20:05:27,20.72,-85.16,8.27,,,,
2050,09/18/2022 20:20:27,20.70,-84.78,8.26,,,,
2051,09/18/2022 20:35:27,20.70,-84.38,8.25,,,,
2052,09/18/2022 20:50:27,20.63,-81.91,8.21,,,,
2053,09/18/2022 21:05:27,20.51,-78.69,8.15,,,,
2054,09/18/2022 21:20:27,20.48,-76.78,8.12,,,,
2055,09/18/2022 21:35:27,20.41,-75.08,8.09,,,,
2056,09/18/2022 21:50:27,20.41,-74.89,8.08,,,,
2057,09/18/2022 22:05:27,20.44,-73.99,8.07,,,,
2058,09/18/2022 22:20:27,20.51,-74.71,8.08,,,,
2059,09/18/2022 22:35:27,20.53,-74.05,8.07,,,,
2060,09/18/2022 22:50:27,20.48,-73.21,8.05,,,,
2061,09/18/2022 23:05:27,20.51,-73.36,8.06,,,,
2062,09/18/2022 23:20:27,20.53,-73.30,8.05,,,,
2063,09/18/2022 23:35:27,20.48,-72.02,8.03,,,,
2064,09/18/2022 23:50:27,20.44,-70.92,8.01,,,,
2065,09/19/2022 00:05:27,20.39,-69.61,7.99,,,,
2066,09/19/2022 00:20:27,20.34,-68.69,7.97,,,,
2067,09/19/2022 00:35:27,20.29,-67.69,7.96,,,,
2068,09/19/2022 00:50:27,20.22,-66.91,7.94,,,,
2069,09/19/2022 01:05:27,20.17,-66.22,7.93,,,,
2070,09/19/2022 01:20:27,20.15,-65.78,7.92,,,,
2071,09/19/2022 01:35:27,20.06,-65.50,7.92,,,,
2072,09/19/2022 01:50:27,20.03,-64.86,7.91,,,,
2073,09/19/2022 02:05:27,20.01,-64.52,7.90,,,,
2074,09/19/2022 02:20:27,20.01,-64.00,7.89,,,,
2075,09/19/2022 02:35:27,19.96,-63.97,7.89,,,,
2076,09/19/2022 02:50:27,19.94,-65.22,7.91,,,,
2077,09/19/2022 03:05:27,19.94,-65.33,7.91,,,,
2078,09/19/2022 03:20:27,19.96,-65.75,7.92,,,,
2079,09/19/2022 03:35:27,19.96,-66.17,7.93,,,,
2080,09/19/2022 03:50:27,19.94,-66.33,7.93,,,,
2081,09/19/2022 04:05:27,19.89,-66.06,7.93,,,,
2082,09/19/2022 04:20:27,19.84,-65.35,7.92,,,,
2083,09/19/2022 04:35:27,19.82,-65.10,7.91,,,,
2084,09/19/2022 04:50:27,19.77,-64.10,7.89,,,,
2085,09/19/2022 05:05:27,19.70,-63.85,7.89,,,,
2086,09/19/2022 05:20:27,19.63,-63.89,7.89,,,,
2087,09/19/2022 05:35:27,19.58,-63.25,7.88,,,,
2088,09/19/2022 05:50:27,19.56,-62.92,7.87,,,,
2089,09/19/2022 06:05:27,19.53,-62.99,7.87,,,,
2090,09/19/2022 06:20:27,19.53,-62.67,7.87,,,,
2091,09/19/2022 06:35:27,19.53,-62.78,7.87,,,,
2092,09/19/2022 06:50:27,19.51,-62.22,7.86,,,,
2093,09/19/2022 07:05:27,19.51,-61.31,7.84,,,,
2094,09/19/2022 07:20:27,19.51,-60.67,7.83,,,,
2095,09/19/2022 07:35:27,19.51,-60.52,7.83,,,,
2096,09/19/2022 07:50:27,19.51,-61.74,7.85,,,,
2097,09/19/2022 08:05:27,19.53,-61.47,7.85,,,,
2098,09/19/2022 08:20:27,19.53,-61.41,7.85,,,,
2099,09/19/2022 08:35:27,19.53,-62.06,7.86,,,,
2100,09/19/2022 08:50:27,19.56,-62.35,7.86,,,,
2101,09/19/2022 09:05:27,19.58,-62.06,7.86,,,,
2102,09/19/2022 09:20:27,19.60,-61.11,7.84,,,,
2103,09/19/2022 09:35:27,19.63,-62.47,7.86,,,,
2104,09/19/2022 09:50:27,19.63,-63.08,7.88,,,,
2105,09/19/2022 10:05:27,19.63,-63.02,7.87,,,,
2106,09/19/2022 10:20:27,19.65,-63.50,7.88,,,,
2107,09/19/2022 10:35:27,19.67,-63.81,7.89,,,,
2108,09/19/2022 10:50:27,19.70,-65.13,7.91,,,,
2109,09/19/2022 11:05:27,19.72,-64.58,7.90,,,,
2110,09/19/2022 11:20:27,19.75,-64.88,7.91,,,,
2111,09/19/2022 11:35:27,19.77,-64.60,7.90,,,,
2112,09/19/2022 11:50:27,19.79,-65.25,7.91,,,,
2113,09/19/2022 12:05:27,19.84,-67.49,7.95,,,,
2114,09/19/2022 12:20:27,19.89,-68.25,7.97,,,,
2115,09/19/2022 12:35:27,19.91,-68.74,7.98,,,,
2116,09/19/2022 12:50:27,19.94,-68.88,7.98,,,,
2117,09/19/2022 13:05:27,19.96,-69.44,7.99,,,,
2118,09/19/2022 13:20:27,19.98,-70.14,8.00,,,,
2119,09/19/2022 13:35:27,19.98,-70.38,8.00,,,,
2120,09/19/2022 13:50:27,20.01,-70.27,8.00,,,,
2121,09/19/2022 14:05:27,20.06,-71.74,8.03,,,,
2122,09/19/2022 14:20:27,20.10,-72.88,8.05,,,,
2123,09/19/2022 14:35:27,20.17,-74.36,8.08,,,,
2124,09/19/2022 14:50:27,20.20,-75.75,8.10,,,,
2125,09/19/2022 15:05:27,20.22,-77.31,8.13,,,,
2126,09/19/2022 15:20:27,20.29,-78.63,8.15,,,,
2127,09/19/2022 15:35:27,20.32,-79.06,8.16,,,,
2128,09/19/2022 15:50:27,20.32,-78.61,8.15,,,,
2129,09/19/2022 16:05:27,20.32,-78.39,8.15,,,,
2130,09/19/2022 16:20:27,20.29,-77.92,8.14,,,,
2131,09/19/2022 16:35:27,20.27,-77.36,8.13,,,,
2132,09/19/2022 16:50:27,20.27,-76.85,8.12,,,,
2133,09/19/2022 17:05:27,20.22,-76.11,8.11,,,,
2134,09/19/2022 17:20:27,20.20,-75.30,8.09,,,,
2135,09/19/2022 17:35:27,20.17,-74.53,8.08,,,,
2136,09/19/2022 17:50:27,20.13,-74.06,8.07,,,,
